Date,Open,High,Low,Close,Adj Close,Volume
2019-01-15,103.330002,103.580002,100.620003,102.029999,96.755684,7901753
2019-01-16,101.510002,103.870003,101.510002,103.660004,98.301430,10425171
2019-01-17,103.320000,106.639999,103.300003,106.370003,100.871338,12794384
2019-01-18,107.330002,109.500000,107.330002,109.089996,103.450729,11445421
2019-01-21,109.360001,109.570000,107.160004,108.010002,102.426559,4898779
2019-01-22,108.250000,108.489998,106.790001,107.160004,101.620506,7313876
2019-01-23,107.690002,110.010002,107.010002,108.660004,103.042961,9058161
2019-01-24,108.980003,110.000000,107.910004,109.129997,103.488663,11714219
2019-01-25,108.849998,108.949997,107.709999,108.199997,102.606735,12189257
2019-01-28,107.930000,108.389999,106.410004,107.120003,101.582573,7556817
2019-01-29,107.199997,107.889999,105.709999,107.760002,102.189484,8114655
2019-01-30,107.989998,109.790001,104.620003,106.839996,101.317039,5252250
2019-01-31,107.089996,107.290001,105.489998,106.160004,100.672195,8060021
2019-02-01,106.790001,106.809998,104.709999,105.129997,99.695435,5232988
2019-02-05,105.000000,107.790001,105.000000,107.650002,102.085167,16830962
2019-02-06,107.910004,107.980003,106.309998,106.930000,101.402390,10249248
2019-02-07,106.610001,107.889999,104.570000,105.129997,99.695435,5715337
2019-02-08,105.389999,105.660004,103.510002,104.580002,99.173874,4458268
2019-02-11,104.580002,105.980003,104.010002,105.129997,99.695435,4706211
2019-02-12,105.080002,106.190002,104.389999,105.370003,99.923035,7580386
2019-02-13,105.690002,105.989998,101.000000,101.370003,96.129807,5658387
2019-02-14,101.870003,101.989998,99.680000,100.339996,95.153046,7582106
2019-02-15,100.879997,101.900002,100.500000,100.820000,95.608238,8428209
2019-02-18,101.449997,104.489998,100.839996,103.779999,98.415222,3392858
2019-02-19,103.809998,104.000000,101.910004,102.980003,97.656586,7977859
2019-02-20,102.209999,104.430000,101.989998,102.400002,97.106560,5892463
2019-02-21,102.169998,105.750000,102.169998,105.489998,100.036827,4189469
2019-02-22,105.550003,107.400002,104.830002,107.010002,101.478256,4777415
2019-02-25,107.239998,108.500000,106.430000,107.010002,101.478256,7927824
