Date,Open,High,Low,Close,Adj Close,Volume
2019-01-15,49.540001,49.930000,49.310001,49.759998,48.839622,13106206
2019-01-16,49.799999,49.799999,48.759998,49.310001,48.397949,12682155
2019-01-17,49.299999,49.980000,49.160000,49.500000,48.584435,13023724
2019-01-18,49.660000,50.000000,49.130001,49.369999,48.456837,13753795
2019-01-21,49.250000,49.669998,48.200001,48.480000,47.583298,3839272
2019-01-22,48.470001,49.180000,48.150002,48.560001,47.661819,11794659
2019-01-23,48.869999,50.000000,48.400002,48.959999,48.054420,17572067
2019-01-24,49.080002,49.279999,48.060001,48.279999,47.386997,16056685
2019-01-25,48.509998,48.779999,47.660000,47.759998,46.876617,13122103
2019-01-28,47.849998,49.049999,47.849998,48.520000,47.622562,27286852
2019-01-29,48.840000,50.169998,48.639999,50.040001,49.114449,25954500
2019-01-30,50.000000,50.000000,49.310001,49.860001,48.937778,18546524
2019-01-31,49.980000,50.529999,49.700001,50.200001,49.271488,18995270
2019-02-01,50.380001,50.490002,49.509998,49.619999,48.702209,15916031
2019-02-05,49.700001,50.880001,49.639999,50.369999,49.438343,10326092
2019-02-06,50.560001,50.580002,49.160000,49.279999,48.368504,10716229
2019-02-07,49.209999,50.130001,49.189999,49.590000,48.672771,13269239
2019-02-08,49.590000,50.040001,49.320000,49.400002,48.486286,11222750
2019-02-11,49.450001,50.250000,49.310001,49.599998,48.682583,9113724
2019-02-12,49.619999,50.040001,48.029999,48.540001,47.642193,13328315
2019-02-13,48.490002,48.759998,48.110001,48.490002,47.593117,13377462
2019-02-14,48.830002,51.520000,48.599998,51.470001,50.517998,23574396
2019-02-15,51.560001,52.669998,51.020000,52.480000,51.509315,15934970
2019-02-18,52.740002,52.889999,51.820000,52.349998,51.381714,2981266
2019-02-19,52.360001,52.790001,51.849998,52.709999,51.735058,18664766
2019-02-20,52.689999,52.919998,51.910000,52.689999,51.715431,14902689
2019-02-21,52.750000,52.980000,52.320000,52.700001,51.725246,15500083
2019-02-22,52.560001,53.310001,52.160000,53.000000,52.019695,10711226
2019-02-25,52.990002,53.139999,52.250000,52.880001,52.088650,11433425
2019-02-26,52.790001,53.080002,52.000000,52.450001,51.665085,10639697
2019-02-27,52.250000,52.389999,51.380001,52.259998,51.477928,10191029
2019-02-28,52.400002,52.400002,49.730000,49.849998,49.103996,18027972
2019-03-01,50.270000,50.270000,48.900002,49.720001,48.975941,17794230
2019-03-04,49.419998,49.730000,48.770000,49.590000,48.847885,10266904
2019-03-05,49.470001,50.110001,49.250000,49.720001,48.975941,7114275
2019-03-06,49.840000,50.529999,49.599998,50.240002,49.488159,7440787
2019-03-07,50.529999,50.750000,49.820000,50.549999,49.793518,10554094
2019-03-08,50.669998,50.990002,49.720001,50.669998,49.911724,12443210
2019-03-11,50.889999,50.990002,49.619999,50.400002,49.645763,10054731
2019-03-12,50.360001,50.500000,49.700001,50.270000,49.517708,11079044
2019-03-13,50.520000,52.209999,50.099998,52.000000,51.221821,14012427
2019-03-14,51.740002,51.880001,50.369999,50.709999,49.951126,10647898
2019-03-15,50.900002,51.540001,50.549999,51.070000,50.305737,39317758
2019-03-19,51.360001,51.869999,50.259998,51.130001,50.364838,18616415
2019-03-20,51.250000,52.000000,50.910000,51.740002,50.965714,14574295
2019-03-21,51.700001,52.240002,51.270000,52.070000,51.290771,12436974
2019-03-22,52.070000,52.070000,50.389999,50.639999,49.882168,9645071
2019-03-25,50.849998,51.419998,50.500000,51.220001,50.453495,9694141
2019-03-26,51.230000,51.529999,50.820000,50.919998,50.157982,7913479
2019-03-27,51.049999,51.450001,50.520000,51.000000,50.236786,15248294
2019-03-28,51.000000,52.000000,50.610001,51.970001,51.192268,11626684
2019-03-29,52.009998,52.230000,51.669998,51.919998,51.143013,14584050
2019-04-01,52.000000,52.500000,51.730000,52.430000,51.645386,17479457
2019-04-02,52.099998,52.439999,51.639999,51.759998,50.985409,10672909
2019-04-03,51.950001,52.000000,51.560001,51.860001,51.083916,12129885
2019-04-04,51.610001,52.599998,51.610001,52.459999,51.674934,12680298
2019-04-05,52.540001,55.660000,52.459999,55.150002,54.324680,17798469
2019-04-08,55.209999,56.840000,54.869999,56.419998,55.575672,22268147
2019-04-09,56.000000,56.299999,54.619999,55.549999,54.718693,21903063
2019-04-10,55.630001,55.639999,54.330002,54.529999,53.713955,12919860
2019-04-11,54.400002,54.880001,54.049999,54.119999,53.310093,7562632
2019-04-12,54.270000,54.400002,53.860001,54.240002,53.428299,11094937
2019-04-15,54.009998,54.910000,53.869999,54.680000,53.861713,9603742
2019-04-16,54.889999,55.590000,54.770000,55.480000,54.649738,11320554
2019-04-17,55.500000,55.580002,54.910000,55.459999,54.630039,8651282
2019-04-22,55.470001,56.590000,55.459999,56.439999,55.595371,9134984
2019-04-23,56.299999,56.299999,55.410000,55.529999,54.971706,15608873
2019-04-24,55.410000,55.790001,55.230000,55.570000,55.011307,10933266
2019-04-25,55.590000,55.980000,55.110001,55.750000,55.189495,9487579
2019-04-26,55.889999,56.630001,55.459999,55.849998,55.288490,8867406
2019-04-29,56.139999,57.259998,56.009998,56.869999,56.298237,12237990
2019-04-30,56.900002,57.099998,55.610001,55.709999,55.149899,16566390
2019-05-02,55.700001,56.490002,55.410000,55.970001,55.407284,9476024
2019-05-03,56.090000,56.189999,55.349998,55.389999,54.833115,5866537
2019-05-06,55.290001,55.790001,55.110001,55.490002,54.932110,7084394
2019-05-07,55.400002,55.500000,53.810001,54.200001,53.655079,12611685
